EAR,MAR,Label
0.4171885954826251,1.7361737408654483,0
0.43562941459477034,1.6539716147007086,0
0.43729911076656347,1.7593312166229218,0
0.3827658123108625,1.5613701838979546,0
0.34673939629884193,1.6869058232562066,0
0.34461689999141754,1.6863982259652492,0
0.34798201225648107,1.6937146135247794,0
0.3420831249554227,1.698116456094293,0
0.3390330900380434,1.7075690418104381,0
0.33844333940941757,1.7477819935909145,0
0.3410311499706626,1.7482533013237969,0
0.3389906804257571,1.7601220898167094,0
0.34773504975951774,1.7169051766680894,0
0.4400881571372867,1.9200949256817548,0
0.4006934415197804,1.6984572464624004,0
0.35596291527105856,1.6921142505809905,0
0.34139008268526666,1.7251684698239047,0
0.34828149293017097,1.6747699170064578,0
0.33573063268216463,1.7443602352064167,0
0.34625313180193684,1.704943147906156,0
0.3344314807574219,1.736942729995359,0
0.3396652363129985,1.7195248247765595,0
0.34120313121292956,1.7658806909044278,0
0.33046152092414827,1.7408069614245847,0
0.4420142364011197,1.8956740794767966,0
0.3980525608960589,1.6855354653097272,0
0.34175412251478776,1.6787669157954934,0
0.3352366929490682,1.7103005065757113,0
0.3574737050103606,1.7220047633454094,0
0.34877438286761187,1.7105800690120034,0
0.3449535958124445,1.7215820769991805,0
0.33654386244977097,1.713728660494682,0
0.32804325549363805,1.7178774241620796,0
0.3222103288390036,1.7220750077386073,0
0.3145699859316392,1.729952989821825,0
0.4906594124226945,1.9957799592179604,0
0.3956462849480059,1.6771766318618413,0
0.3088891807894928,1.7225211319448668,0
0.305622253259634,1.7461646763148109,0
0.3051032524116329,1.7547199627985994,0
0.3252071181995788,1.7054456213603602,0
0.3034320524123513,1.7240007156429196,0
0.3134198491941633,1.7068091434604387,0
0.30756014816726573,1.7279826686237125,0
0.3149226264999874,1.7124830613847237,0
0.30633045347840543,1.7173730096902737,0
0.4739592030125251,1.9625302167932794,0
0.37703021586117985,1.6843844047670349,0
0.2600033043663841,1.707815344404675,0
0.2303921840389439,1.7129875028836312,1
0.19986081396817812,1.703819203949473,1
0.1910553316963598,1.6980641607103917,1
0.20064647587529671,1.6986910277826595,1
0.21571777534686337,1.703557887523634,1
0.18887174658226885,1.7015717838152007,1
0.18495864976596327,1.7011687636884958,1
0.18650954114574775,1.7197219258359668,1
0.4750333482735093,1.921736886783997,0
0.23467906311891717,1.655128836424031,1
0.18154245339610703,1.702561330658791,1
0.2080282971115741,1.6862132326962522,1
0.26699530249110426,1.7085837789480123,0
0.3155233762999775,1.7118285161023512,0
0.35257808552224684,1.7082061655684324,0
0.3377955325112231,1.6916548181553528,0
0.3595647904699401,1.711491006594225,0
0.3628053756647262,1.7121183294023061,0
0.37186233544924013,1.6795889276425047,0
0.480934979939612,2.036938164087098,0
0.4206494785521274,1.6864868610434316,0
0.36874377616762954,1.6693090593787765,0
0.34545669797711837,1.6707988495291708,0
0.3540837654483746,1.6690059387398737,0
0.35199360852176953,1.6525081599806088,0
0.3423261471634001,1.6950464421893126,0
0.33233531822596074,1.6881414733516935,0
0.3272069559135685,1.6783821607674638,0
0.351347641303276,1.6794185829727806,0
0.3287786601014498,1.6823320626798597,0
0.4621373326079105,1.810071916914814,0
0.38128309655939885,1.6677052869772313,0
0.3479314927863626,1.678059272429634,0
0.3413631634879666,1.68787947100473,0
0.3071405936679052,1.6972940745932468,0
0.3024628960957805,1.6962978564118543,0
0.27055841185852963,1.6858315158024502,0
0.2548812504237751,1.7005582846491305,0
0.2282922480544767,1.6646934710630688,1
0.18020195511995687,1.67209738180359,1
0.16411303713027134,1.675086589014979,1
0.4797063295072612,1.8914399441605092,0
0.20607376214324793,1.6249881479937498,1
0.14675332242626254,1.6850644956938932,1
0.1518831033522713,1.6797381647438285,1
0.15238826514950582,1.681473755517989,1
0.17504936843709623,1.6881626536313006,1
0.17628437915249226,1.7008872474089143,1
0.18509031569798,1.686649854605108,1
0.17299218999234833,1.7063899006915573,1
0.1479197277168663,1.7171135120218615,1
0.14299623091299923,1.7239023378810057,1
0.48025112871735354,1.9759469955305082,0
0.2578398035619406,1.7069131301383824,0
0.13069171648191355,1.729197227726726,1
0.12478968397646886,1.707478943524637,1
0.14529174307567866,1.7299973279918754,1
0.1334061639323432,1.7204442149348027,1
0.1434027846778443,1.723007256856412,1
0.1393325998693307,1.6915192062623607,1
0.17035942023527173,1.6550824908756003,1
0.1524189147811476,1.6899115083421787,1
0.1744261758154994,1.6378424787749386,1
0.4004792783228972,1.8975478820090212,0
0.4477423605665078,1.7212061314622582,0
0.2543294460693316,1.4589186950958783,0
0.20128947496240268,1.6997856973806331,1
0.1527583639713331,1.6141186835795822,1
0.18592904962329637,1.6518777067201602,1
0.14415687586678266,1.6542331516727198,1
0.15827432834569632,1.6323514582268734,1
0.13062944475409297,1.65741802491542,1
0.13982587639183292,1.5686058864916153,1
0.13046750414561126,1.644829872665136,1
0.1283886707914526,1.6626654021864002,1
0.4764360173274969,1.9427212685685014,0
0.23007982634057683,1.5549609098251118,1
0.12507359636555132,1.6095971640750266,1
0.15373280706927028,1.6305783923613235,1
0.15972793990046819,1.6539240153608232,1
0.1537569082202841,1.6328935362392953,1
0.17099825564981946,1.6161116674341829,1
0.1459551830725881,1.6287217542374133,1
0.13691678442883323,1.642002894053069,1
0.13332623972891441,1.6456201382181546,1
0.13184845919525529,1.6168162293336696,1
0.5046675770005118,1.9354022175527743,0
0.24253278686779445,1.5536633824929322,1
0.14285122927540095,1.7200989353199339,1
0.13966618196873487,1.6914293848683715,1
0.12807695502052818,1.7054812441339966,1
0.15963353966681348,1.7159029651795012,1
0.13781019510976367,1.6911732733853468,1
0.1987371157345313,1.632097672888561,1
0.15175005686713622,1.6836902589461504,1
0.14597623875150262,1.6910439148658272,1
0.14420687179716485,1.6672513770114221,1
0.48294843780222596,1.9541366007533054,0
0.23351356465208684,1.628595243801046,1
0.16536749552095267,1.6241524230873543,1
0.13363606112649862,1.6889361673752998,1
0.14409978356427872,1.6136085533838684,1
0.16260452855010238,1.6281961953545527,1
0.17064804212658785,1.6087321756526638,1
0.16094963722267266,1.5809261835025852,1
0.13738360287342644,1.5873223799317364,1
0.127444270115654,1.5846110676077223,1
0.12341140288767036,1.5512450793343044,1
0.47687415937071886,1.7951225611623838,0
0.18545091001976782,1.4938825609378072,1
0.1313748345710979,1.5276941008276148,1
0.13451844527019455,1.512508990379832,1
0.1276391375430756,1.6398427336326749,1
0.13978510165040625,1.6626616485867067,1
0.11939711912206036,1.6535561700424288,1
0.16039062604143145,1.6299961414085469,1
0.1566999222862734,1.6311778219812205,1
0.13242966748187732,1.6272249199606426,1
0.13867955622055045,1.6418707354952415,1
0.4311130922462878,2.014594765645541,0
0.22983906642574659,1.6066835956902994,1
0.18212878932677062,1.6396212101572052,1
0.15405091858374048,1.6574022082125954,1
0.1589801505483839,1.6605776069899236,1
0.18176955099650238,1.6484288206269877,1
0.1766882674742442,1.6900225924922705,1
0.1624665536771941,1.618768814641029,1
0.170571112794529,1.653854836035207,1
0.17268034776299376,1.6741181787383563,1
0.13233032344467652,1.6913571646494596,1
0.2724140983977421,1.7891077159266973,0
0.21357949700251552,1.5974964551642725,1
0.15421276542926413,1.6528439681343328,1
0.133541928995984,1.6749757896878545,1
0.132095652419421,1.673017064304755,1
0.1392709275074247,1.6540789680223877,1
0.14211939658337278,1.6458049600320075,1
0.13731091803126344,1.6667994794940018,1
0.12900899033145474,1.6518902806550233,1
0.12801160155926344,1.6704895889165352,1
0.13148076078208148,1.6675320395577353,1
0.278502319917165,1.775321233146405,0
0.2556117550542655,1.675888704806605,0
0.13446598353709835,1.69141843202273,1
0.13074218672293114,1.691754379363353,1
0.12134612371946915,1.6632208541679618,1
0.1120239281837836,1.6603224814604827,1
0.11925889190348364,1.6699153792164978,1
0.11709649849073328,1.6501768196399922,1
0.11893931706895278,1.6566392266690702,1
0.1359739596494039,1.6680253070737325,1
0.11982292090103767,1.6460998038870172,1
0.3389221873403197,1.7667521744717267,0
0.23175477922348153,1.6581434924550877,1
0.11857654567513135,1.6360877776908866,1
0.1250943685527835,1.6577409298292323,1
0.12083652264609744,1.6386692713221735,1
0.12103357164787751,1.6397748835655404,1
0.12483335872598453,1.646805048020289,1
0.12011470486915296,1.644240505142146,1
0.14819377906934367,1.6490349852557245,1
0.1533481413439713,1.6630167472816995,1
0.15299254293515474,1.6576542537571057,1
0.46535095814619765,1.7338434495030677,0
0.23811652440430814,1.6426312756977437,1
0.18925393814856875,1.651437986297671,1
0.16104553098819252,1.6412496719397462,1
0.17374324294040216,1.6526540195084034,1
0.17956310136279174,1.6593908336377616,1
0.15128014062157968,1.6768114919308792,1
